transaction_id,card_id,amount,merchant_name,merchant_category,transaction_date,location,status
3192,259,9365,reliance digital,electronics,2025-01-30,pune,completed
3193,290,9164,nykaa,beauty,2025-01-08,cochin,pending
3194,38,1564,hdfc bank,banking,2025-02-10,kolkata,completed
3195,18,8986,swiggy,food,2025-03-03,kolkata,pending
3196,238,2957,zomato,food,2025-01-21,pune,completed
3197,473,3512,reliance digital,electronics,2025-02-04,surat,failed
3198,324,4449,amazon,ecommerce,2025-02-04,hyderabad,pending
3199,453,7140,myntra,fashion,2025-02-13,jaipur,completed
3200,105,9816,snapdeal,ecommerce,2025-01-13,bangalore,completed
3201,99,772,croma,electronics,2025-01-10,delhi,failed
3202,248,9195,dominos,food,2025-01-06,surat,failed
3203,439,1375,big bazaar,retail,2025-01-09,pune,pending
3204,1,5338,nykaa,beauty,2025-01-17,cochin,pending
3205,456,3917,bookmyshow,entertainment,2025-02-08,chennai,pending
3206,428,9925,lenskart,eyewear,2025-02-04,mumbai,pending
3207,262,8775,bookmyshow,entertainment,2025-01-31,delhi,pending
3208,192,6603,hdfc bank,banking,2025-01-01,delhi,completed
3209,165,1303,amazon,ecommerce,2025-01-29,kolkata,pending
3210,435,4921,paytm,finance,2025-02-18,cochin,pending
3211,92,9588,snapdeal,ecommerce,2025-02-04,mumbai,pending
3212,52,6417,myntra,fashion,2025-01-31,kolkata,pending
3213,75,7509,jabong,ecommerce,2025-02-18,surat,pending
3214,52,218,paytm,finance,2025-02-16,bangalore,completed
3215,136,1477,jabong,ecommerce,2025-02-09,hyderabad,failed
3216,204,7157,snapdeal,ecommerce,2025-01-28,cochin,completed
3217,135,9620,zomato,food,2025-02-06,delhi,completed
3218,165,8832,swiggy,food,2025-01-18,cochin,completed
3219,60,8437,big bazaar,retail,2025-01-22,delhi,failed
3220,481,9168,swiggy,food,2025-01-07,chennai,pending
3221,28,8617,lenskart,eyewear,2025-01-21,nagpur,pending
3222,151,6303,dominos,food,2025-03-05,kolkata,failed
3223,445,2798,snapdeal,ecommerce,2025-01-18,kolkata,failed
3224,99,6582,hdfc bank,banking,2025-02-27,ahmedabad,pending
3225,10,107,tata cliq,ecommerce,2025-02-01,ahmedabad,completed
3226,427,9720,snapdeal,ecommerce,2025-01-20,kolkata,pending
3227,391,5668,dominos,food,2025-02-08,ahmedabad,completed
3228,218,8061,tata cliq,ecommerce,2025-02-09,hyderabad,failed
3229,268,2456,lenskart,eyewear,2025-01-19,hyderabad,pending
3230,161,3647,lenskart,eyewear,2025-02-16,hyderabad,pending
3231,408,9422,tata cliq,ecommerce,2025-02-28,pune,pending
3232,450,2210,zomato,food,2025-01-23,nagpur,failed
3233,77,6830,croma,electronics,2025-01-09,nagpur,pending
3234,484,2847,bookmyshow,entertainment,2025-02-08,bangalore,pending
3235,31,2836,dominos,food,2025-01-10,pune,completed
3236,217,9477,lenskart,eyewear,2025-01-15,ahmedabad,completed
3237,130,8212,flipkart,ecommerce,2025-02-18,ahmedabad,pending
3238,391,5970,amazon,ecommerce,2025-02-06,pune,completed
3239,390,5532,paytm,finance,2025-01-26,mumbai,completed
3240,433,3380,lenskart,eyewear,2025-02-13,kolkata,failed
3241,2,2960,snapdeal,ecommerce,2025-01-10,mumbai,pending
3242,483,8797,tata cliq,ecommerce,2025-01-21,surat,failed
3243,255,8627,reliance digital,electronics,2025-01-18,bangalore,completed
3244,278,1424,zomato,food,2025-03-04,pune,failed
3245,325,3087,dominos,food,2025-02-12,hyderabad,pending
3246,81,6168,nykaa,beauty,2025-01-13,mumbai,pending
3247,105,4996,bookmyshow,entertainment,2025-01-23,ahmedabad,pending
3248,417,5299,snapdeal,ecommerce,2025-02-28,bangalore,pending
3249,286,7452,reliance digital,electronics,2025-02-19,mumbai,pending
3250,367,9936,flipkart,ecommerce,2025-02-10,nagpur,failed
3251,121,309,jabong,ecommerce,2025-01-31,pune,pending
3252,356,884,flipkart,ecommerce,2025-02-13,delhi,failed
3253,115,111,nykaa,beauty,2025-01-26,chennai,pending
3254,478,721,jabong,ecommerce,2025-01-31,hyderabad,failed
3255,51,1346,big bazaar,retail,2025-02-01,jaipur,completed
3256,483,9190,reliance digital,electronics,2025-01-08,kolkata,completed
3257,254,4179,zomato,food,2025-03-04,nagpur,pending
3258,405,1922,zomato,food,2025-02-13,surat,pending
3259,20,7494,swiggy,food,2025-02-23,hyderabad,pending
3260,22,9427,paytm,finance,2025-01-06,kolkata,completed
3261,266,9347,croma,electronics,2025-02-18,mumbai,completed
3262,226,3735,nykaa,beauty,2025-01-25,chennai,completed
3263,468,7669,amazon,ecommerce,2025-03-04,mumbai,failed
3264,477,3795,hdfc bank,banking,2025-01-04,kolkata,completed
3265,46,5972,jabong,ecommerce,2025-01-01,ahmedabad,pending
3266,383,9544,myntra,fashion,2025-01-24,mumbai,failed
3267,340,6767,snapdeal,ecommerce,2025-02-05,kolkata,completed
3268,489,2515,lenskart,eyewear,2025-02-25,bangalore,completed
3269,316,4300,amazon,ecommerce,2025-02-07,ahmedabad,failed
3270,96,3916,bookmyshow,entertainment,2025-01-21,bangalore,completed
3271,118,2056,myntra,fashion,2025-01-12,hyderabad,completed
3272,483,3462,swiggy,food,2025-03-04,surat,completed
3273,451,936,bookmyshow,entertainment,2025-02-27,bangalore,pending
3274,17,296,nykaa,beauty,2025-01-01,jaipur,failed
3275,16,3640,swiggy,food,2025-03-03,hyderabad,pending
3276,169,2931,hdfc bank,banking,2025-01-27,cochin,pending
3277,101,4007,tata cliq,ecommerce,2025-01-11,surat,completed
3278,304,5530,hdfc bank,banking,2025-02-12,bangalore,completed
3279,118,8508,hdfc bank,banking,2025-02-23,bangalore,completed
3280,479,9436,bookmyshow,entertainment,2025-02-27,ahmedabad,pending
3281,361,9961,swiggy,food,2025-01-30,mumbai,pending
3282,273,5009,bookmyshow,entertainment,2025-01-04,pune,failed
3283,264,3027,bookmyshow,entertainment,2025-02-07,hyderabad,pending
3284,482,3399,swiggy,food,2025-01-11,surat,completed
3285,377,5695,bookmyshow,entertainment,2025-01-05,nagpur,failed
3286,411,2751,croma,electronics,2025-01-05,nagpur,failed
3287,496,5406,lenskart,eyewear,2025-01-02,jaipur,failed
3288,448,2403,hdfc bank,banking,2025-02-18,kolkata,pending
3289,296,251,nykaa,beauty,2025-01-09,surat,failed
3290,323,7359,myntra,fashion,2025-03-05,hyderabad,failed
3291,302,5911,nykaa,beauty,2025-02-07,delhi,pending
3292,77,9980,paytm,finance,2025-01-09,kolkata,pending
3293,226,191,amazon,ecommerce,2025-02-26,delhi,completed
3294,420,2298,myntra,fashion,2025-01-29,delhi,completed
3295,10,6675,tata cliq,ecommerce,2025-03-04,chennai,pending
3296,480,5966,big bazaar,retail,2025-01-04,ahmedabad,failed
3297,6,9762,bookmyshow,entertainment,2025-02-23,nagpur,pending
3298,431,5084,big bazaar,retail,2025-01-08,hyderabad,failed
3299,434,1625,myntra,fashion,2025-01-16,surat,completed
3300,416,4329,zomato,food,2025-02-21,pune,completed
3301,17,2323,reliance digital,electronics,2025-01-10,pune,failed
3302,194,942,paytm,finance,2025-02-02,bangalore,failed
3303,320,2937,bookmyshow,entertainment,2025-01-04,jaipur,pending
3304,252,7670,flipkart,ecommerce,2025-02-07,cochin,pending
3305,38,2447,snapdeal,ecommerce,2025-02-22,cochin,failed
3306,59,2766,paytm,finance,2025-01-29,kolkata,pending
3307,319,7827,big bazaar,retail,2025-03-05,mumbai,pending
3308,437,2915,bookmyshow,entertainment,2025-01-27,chennai,failed
3309,132,1402,dominos,food,2025-01-18,nagpur,completed
3310,30,7771,swiggy,food,2025-02-06,hyderabad,failed
3311,73,1338,bookmyshow,entertainment,2025-01-24,delhi,completed
3312,284,8428,reliance digital,electronics,2025-01-11,mumbai,completed
3313,161,4139,nykaa,beauty,2025-02-15,delhi,failed
3314,154,3137,hdfc bank,banking,2025-01-19,surat,pending
3315,299,1863,swiggy,food,2025-01-09,kolkata,failed
3316,407,8216,croma,electronics,2025-02-11,surat,pending
3317,160,7075,tata cliq,ecommerce,2025-02-03,mumbai,completed
3318,469,7351,nykaa,beauty,2025-01-14,pune,pending
3319,314,3461,reliance digital,electronics,2025-02-03,jaipur,pending
3320,60,3720,myntra,fashion,2025-02-08,kolkata,completed
3321,477,7613,myntra,fashion,2025-02-25,delhi,pending
3322,12,2133,amazon,ecommerce,2025-03-03,cochin,failed
3323,55,544,nykaa,beauty,2025-01-04,chennai,completed
3324,158,8918,reliance digital,electronics,2025-02-23,bangalore,failed
3325,262,2421,lenskart,eyewear,2025-03-04,hyderabad,pending
3326,161,1584,big bazaar,retail,2025-02-04,pune,failed
3327,471,5859,big bazaar,retail,2025-02-13,ahmedabad,pending
3328,74,2967,hdfc bank,banking,2025-01-04,delhi,failed
3329,293,1501,jabong,ecommerce,2025-01-02,cochin,pending
3330,234,7523,nykaa,beauty,2025-01-11,hyderabad,failed
3331,114,499,amazon,ecommerce,2025-02-10,cochin,failed
3332,304,7621,amazon,ecommerce,2025-02-14,kolkata,completed
3333,46,8758,bookmyshow,entertainment,2025-02-17,jaipur,failed
3334,153,2978,myntra,fashion,2025-01-01,ahmedabad,failed
3335,351,2862,hdfc bank,banking,2025-03-03,ahmedabad,pending
3336,268,6063,dominos,food,2025-01-09,surat,pending
3337,201,2636,big bazaar,retail,2025-02-15,pune,pending
3338,485,407,hdfc bank,banking,2025-01-30,mumbai,completed
3339,87,5982,paytm,finance,2025-01-06,hyderabad,pending
3340,71,5878,hdfc bank,banking,2025-02-15,chennai,pending
3341,362,2325,big bazaar,retail,2025-01-01,nagpur,completed
3342,264,2710,reliance digital,electronics,2025-02-06,delhi,completed
3343,134,1271,lenskart,eyewear,2025-03-02,ahmedabad,pending
3344,407,6972,jabong,ecommerce,2025-01-07,hyderabad,completed
3345,330,1937,lenskart,eyewear,2025-02-24,cochin,completed
3346,176,3847,nykaa,beauty,2025-01-31,nagpur,pending
3347,173,578,tata cliq,ecommerce,2025-02-02,cochin,pending
3348,323,6428,nykaa,beauty,2025-03-02,ahmedabad,failed
3349,369,1826,flipkart,ecommerce,2025-01-14,nagpur,failed
3350,363,2891,amazon,ecommerce,2025-01-30,surat,completed
3351,87,2174,big bazaar,retail,2025-02-26,pune,pending
3352,435,8387,croma,electronics,2025-02-23,cochin,failed
3353,230,5493,amazon,ecommerce,2025-01-19,bangalore,failed
3354,53,5630,nykaa,beauty,2025-01-05,kolkata,completed
3355,402,7642,amazon,ecommerce,2025-01-22,kolkata,pending
3356,348,9344,bookmyshow,entertainment,2025-02-01,ahmedabad,pending
3357,464,878,snapdeal,ecommerce,2025-02-15,jaipur,pending
3358,45,2333,flipkart,ecommerce,2025-02-07,surat,completed
3359,113,3367,nykaa,beauty,2025-01-12,mumbai,pending
3360,91,2086,swiggy,food,2025-01-20,ahmedabad,failed
3361,229,4509,jabong,ecommerce,2025-01-14,pune,completed
3362,86,9216,hdfc bank,banking,2025-02-07,bangalore,completed
3363,470,2998,zomato,food,2025-03-04,bangalore,pending
3364,123,8976,flipkart,ecommerce,2025-02-20,nagpur,pending
3365,485,7301,lenskart,eyewear,2025-02-04,delhi,completed
3366,95,6296,snapdeal,ecommerce,2025-02-06,ahmedabad,completed
3367,38,9496,nykaa,beauty,2025-02-23,ahmedabad,pending
3368,245,4074,nykaa,beauty,2025-02-20,ahmedabad,pending
3369,366,1386,lenskart,eyewear,2025-01-11,surat,pending
3370,449,5056,dominos,food,2025-01-20,nagpur,pending
3371,268,7415,snapdeal,ecommerce,2025-02-14,cochin,completed
3372,113,7113,reliance digital,electronics,2025-01-28,cochin,completed
3373,485,3154,flipkart,ecommerce,2025-01-11,hyderabad,completed
3374,11,3232,flipkart,ecommerce,2025-02-19,nagpur,completed
3375,441,1449,big bazaar,retail,2025-01-09,hyderabad,pending
3376,322,2059,croma,electronics,2025-02-04,jaipur,failed
3377,180,9898,tata cliq,ecommerce,2025-01-14,cochin,pending
3378,322,4628,zomato,food,2025-02-02,mumbai,pending
3379,83,5929,jabong,ecommerce,2025-02-01,kolkata,failed
3380,331,6804,dominos,food,2025-01-18,mumbai,failed
3381,366,3971,snapdeal,ecommerce,2025-02-19,cochin,failed
3382,406,9941,croma,electronics,2025-02-04,bangalore,failed
3383,232,6854,bookmyshow,entertainment,2025-01-26,hyderabad,completed
3384,332,3535,tata cliq,ecommerce,2025-01-13,bangalore,failed
3385,433,8423,jabong,ecommerce,2025-01-15,mumbai,failed
3386,146,7088,croma,electronics,2025-01-22,kolkata,pending
3387,375,3774,croma,electronics,2025-01-22,mumbai,completed
3388,118,8755,lenskart,eyewear,2025-02-21,ahmedabad,pending
3389,169,2214,nykaa,beauty,2025-02-03,mumbai,pending
3390,279,5318,big bazaar,retail,2025-01-31,ahmedabad,completed
3391,68,9649,bookmyshow,entertainment,2025-03-05,nagpur,pending
3392,370,7041,amazon,ecommerce,2025-01-04,delhi,pending
3393,281,1693,tata cliq,ecommerce,2025-01-31,nagpur,pending
3394,133,8742,swiggy,food,2025-01-22,jaipur,failed
3395,265,1079,tata cliq,ecommerce,2025-02-20,hyderabad,completed
3396,356,9931,lenskart,eyewear,2025-02-01,chennai,completed
3397,291,5731,tata cliq,ecommerce,2025-02-21,surat,pending
3398,424,8693,zomato,food,2025-02-09,delhi,pending
3399,293,640,dominos,food,2025-01-22,bangalore,completed
3400,467,1168,flipkart,ecommerce,2025-01-10,pune,completed
3401,484,1544,tata cliq,ecommerce,2025-02-02,mumbai,completed
3402,209,5895,flipkart,ecommerce,2025-01-12,surat,pending
3403,310,4900,swiggy,food,2025-01-08,surat,pending
3404,202,217,nykaa,beauty,2025-01-28,nagpur,failed
3405,56,4489,lenskart,eyewear,2025-02-02,jaipur,failed
3406,481,338,flipkart,ecommerce,2025-03-02,delhi,pending
3407,217,5750,myntra,fashion,2025-02-11,hyderabad,failed
3408,287,2100,paytm,finance,2025-02-14,mumbai,pending
3409,12,9816,amazon,ecommerce,2025-02-12,bangalore,completed
3410,410,9899,paytm,finance,2025-02-26,cochin,pending
3411,410,3333,nykaa,beauty,2025-02-27,chennai,failed
3412,149,3936,tata cliq,ecommerce,2025-02-03,cochin,pending
3413,219,3784,bookmyshow,entertainment,2025-01-12,chennai,failed
3414,84,3955,reliance digital,electronics,2025-02-07,kolkata,completed
3415,317,3124,croma,electronics,2025-01-18,hyderabad,failed
3416,67,4972,dominos,food,2025-02-12,hyderabad,completed
3417,152,8487,dominos,food,2025-02-17,jaipur,pending
3418,142,5267,myntra,fashion,2025-02-03,surat,failed
3419,353,1958,bookmyshow,entertainment,2025-01-05,bangalore,completed
3420,416,1145,croma,electronics,2025-02-19,chennai,pending
3421,311,7618,swiggy,food,2025-02-24,chennai,completed
3422,268,5281,bookmyshow,entertainment,2025-01-15,pune,completed
3423,124,7909,lenskart,eyewear,2025-02-15,mumbai,completed
3424,91,7006,jabong,ecommerce,2025-02-09,chennai,pending
3425,283,734,nykaa,beauty,2025-01-10,pune,completed
3426,149,712,bookmyshow,entertainment,2025-02-22,surat,failed
3427,256,9007,flipkart,ecommerce,2025-02-07,nagpur,failed
3428,176,8294,big bazaar,retail,2025-01-04,delhi,failed
3429,194,1477,flipkart,ecommerce,2025-01-29,nagpur,pending
3430,122,9760,paytm,finance,2025-01-20,ahmedabad,completed
3431,12,2322,amazon,ecommerce,2025-01-08,nagpur,pending
3432,350,7999,flipkart,ecommerce,2025-02-08,ahmedabad,completed
3433,405,2489,snapdeal,ecommerce,2025-01-07,delhi,pending
3434,108,7696,zomato,food,2025-02-13,surat,completed
3435,69,277,nykaa,beauty,2025-02-23,mumbai,failed
3436,250,9540,tata cliq,ecommerce,2025-01-04,cochin,failed
3437,365,9562,tata cliq,ecommerce,2025-03-04,surat,completed
3438,36,2476,jabong,ecommerce,2025-01-02,chennai,failed
