transaction_id,card_id,amount,merchant_name,merchant_category,date,location,status
89,465,8890,swiggy,food,2024-09-04,nagpur,failed
90,271,5132,paytm,finance,2024-09-04,hyderabad,failed
91,320,479,nykaa,beauty,2024-09-04,kolkata,failed
92,425,8717,croma,electronics,2024-09-04,hyderabad,failed
93,99,8673,dominos,food,2024-09-04,cochin,failed
94,166,4649,amazon,ecommerce,2024-09-04,hyderabad,pending
95,196,9490,hdfc bank,banking,2024-09-04,surat,pending
96,428,1935,myntra,fashion,2024-09-05,jaipur,pending
97,167,9342,lenskart,eyewear,2024-09-05,cochin,pending
98,83,9479,reliance digital,electronics,2024-09-05,nagpur,pending
99,355,175,nykaa,beauty,2024-09-05,hyderabad,failed
100,137,5681,reliance digital,electronics,2024-09-05,pune,failed
101,37,9609,snapdeal,ecommerce,2024-09-05,ahmedabad,completed
102,38,4843,reliance digital,electronics,2024-09-05,kolkata,pending
103,74,5315,zomato,food,2024-09-05,pune,pending
104,16,5238,nykaa,beauty,2024-09-05,hyderabad,completed
105,439,8186,jabong,ecommerce,2024-09-05,surat,pending
106,324,3893,flipkart,ecommerce,2024-09-05,delhi,pending
107,186,2433,paytm,finance,2024-09-05,bangalore,completed
108,236,4791,swiggy,food,2024-09-05,chennai,failed
109,207,3434,hdfc bank,banking,2024-09-05,ahmedabad,completed
110,432,1077,nykaa,beauty,2024-09-05,surat,pending
111,391,1965,nykaa,beauty,2024-09-05,kolkata,failed
112,305,1816,zomato,food,2024-09-05,surat,pending
113,244,9260,big bazaar,retail,2024-09-05,chennai,completed
114,220,3283,dominos,food,2024-09-05,chennai,completed
115,384,8895,lenskart,eyewear,2024-09-05,ahmedabad,completed
116,437,204,bookmyshow,entertainment,2024-09-06,chennai,failed
117,74,1640,dominos,food,2024-09-06,hyderabad,pending
118,296,2444,reliance digital,electronics,2024-09-06,kolkata,failed
119,382,5559,paytm,finance,2024-09-06,surat,completed
120,298,2800,flipkart,ecommerce,2024-09-06,hyderabad,failed
121,79,4620,swiggy,food,2024-09-06,surat,failed
122,120,835,swiggy,food,2024-09-06,mumbai,failed
123,19,484,hdfc bank,banking,2024-09-06,surat,completed
124,461,6191,nykaa,beauty,2024-09-06,chennai,completed
125,18,9554,bookmyshow,entertainment,2024-09-06,nagpur,pending
126,230,3567,swiggy,food,2024-09-06,nagpur,pending
127,171,6464,croma,electronics,2024-09-06,nagpur,failed
128,391,6869,paytm,finance,2024-09-06,bangalore,failed
129,106,1011,bookmyshow,entertainment,2024-09-06,mumbai,pending
130,410,8007,reliance digital,electronics,2024-09-06,surat,pending
131,80,6088,lenskart,eyewear,2024-09-06,cochin,failed
132,117,5951,amazon,ecommerce,2024-09-06,ahmedabad,failed
133,401,5164,amazon,ecommerce,2024-09-06,jaipur,pending
134,262,6064,myntra,fashion,2024-09-06,kolkata,completed
135,296,4918,paytm,finance,2024-09-06,ahmedabad,failed
136,318,4729,croma,electronics,2024-09-06,jaipur,pending
137,378,1057,bookmyshow,entertainment,2024-09-06,cochin,completed
138,22,6478,bookmyshow,entertainment,2024-09-06,hyderabad,failed
139,454,2712,nykaa,beauty,2024-09-06,kolkata,pending
140,90,897,paytm,finance,2024-09-06,nagpur,failed
141,162,9501,lenskart,eyewear,2024-09-06,kolkata,failed
142,75,706,paytm,finance,2024-09-06,cochin,failed
143,491,612,tata cliq,ecommerce,2024-09-06,jaipur,failed
144,240,5256,swiggy,food,2024-09-06,chennai,pending
145,296,8469,reliance digital,electronics,2024-09-06,kolkata,completed
146,309,5026,paytm,finance,2024-09-06,cochin,completed
147,357,2186,hdfc bank,banking,2024-09-06,surat,pending
148,109,283,tata cliq,ecommerce,2024-09-06,chennai,pending
149,297,2362,big bazaar,retail,2024-09-06,chennai,completed
150,496,2932,reliance digital,electronics,2024-09-06,delhi,pending
151,36,7301,bookmyshow,entertainment,2024-09-06,cochin,completed
152,293,4196,flipkart,ecommerce,2024-09-06,surat,completed
153,179,6576,zomato,food,2024-09-06,mumbai,failed
154,365,9507,dominos,food,2024-09-06,cochin,pending
155,28,4671,snapdeal,ecommerce,2024-09-07,pune,pending
156,326,9846,zomato,food,2024-09-07,chennai,pending
157,115,7311,jabong,ecommerce,2024-09-07,ahmedabad,failed
158,403,2864,reliance digital,electronics,2024-09-07,mumbai,failed
159,172,9880,lenskart,eyewear,2024-09-07,ahmedabad,completed
160,489,9477,zomato,food,2024-09-07,hyderabad,failed
161,175,7671,hdfc bank,banking,2024-09-07,hyderabad,failed
162,168,3182,zomato,food,2024-09-07,nagpur,pending
163,302,2099,big bazaar,retail,2024-09-07,chennai,pending
164,40,3415,zomato,food,2024-09-07,hyderabad,pending
165,152,4014,swiggy,food,2024-09-07,cochin,failed
166,304,2937,swiggy,food,2024-09-07,delhi,pending
167,493,2996,dominos,food,2024-09-07,chennai,failed
168,336,1391,dominos,food,2024-09-07,kolkata,failed
169,491,6545,zomato,food,2024-09-07,chennai,failed
170,395,9190,lenskart,eyewear,2024-09-07,cochin,pending
171,296,7244,croma,electronics,2024-09-07,cochin,pending
172,464,4408,amazon,ecommerce,2024-09-07,jaipur,pending
173,235,3497,amazon,ecommerce,2024-09-07,ahmedabad,failed
174,405,6931,reliance digital,electronics,2024-09-07,jaipur,completed
175,24,5381,croma,electronics,2024-09-07,chennai,failed
176,147,3879,amazon,ecommerce,2024-09-07,bangalore,failed
177,491,9867,paytm,finance,2024-09-07,kolkata,failed
178,461,3403,reliance digital,electronics,2024-09-07,mumbai,pending
179,146,8500,jabong,ecommerce,2024-09-07,nagpur,completed
180,102,3969,snapdeal,ecommerce,2024-09-07,surat,failed
181,394,750,dominos,food,2024-09-07,cochin,pending
182,295,1239,amazon,ecommerce,2024-09-07,kolkata,completed
183,340,8354,bookmyshow,entertainment,2024-09-07,delhi,failed
184,182,7557,paytm,finance,2024-09-07,mumbai,pending
185,136,800,reliance digital,electronics,2024-09-07,ahmedabad,failed
186,494,981,dominos,food,2024-09-07,delhi,failed
187,265,8963,amazon,ecommerce,2024-09-07,hyderabad,completed
188,266,3312,amazon,ecommerce,2024-09-08,delhi,failed
189,129,5027,hdfc bank,banking,2024-09-08,ahmedabad,failed
190,100,2936,zomato,food,2024-09-08,cochin,pending
191,261,8611,snapdeal,ecommerce,2024-09-08,kolkata,completed
192,253,3087,swiggy,food,2024-09-08,hyderabad,pending
193,398,6433,hdfc bank,banking,2024-09-08,kolkata,failed
194,103,9023,paytm,finance,2024-09-08,ahmedabad,pending
195,198,177,lenskart,eyewear,2024-09-08,surat,completed
196,484,6491,big bazaar,retail,2024-09-08,bangalore,pending
197,313,4322,nykaa,beauty,2024-09-08,kolkata,failed
198,102,4119,flipkart,ecommerce,2024-09-08,hyderabad,completed
199,256,7758,lenskart,eyewear,2024-09-08,nagpur,failed
200,138,7204,big bazaar,retail,2024-09-08,pune,pending
201,322,7462,lenskart,eyewear,2024-09-08,pune,completed
202,409,4835,hdfc bank,banking,2024-09-08,hyderabad,completed
203,66,3588,nykaa,beauty,2024-09-08,surat,failed
204,423,1279,zomato,food,2024-09-08,ahmedabad,failed
205,34,2513,paytm,finance,2024-09-08,mumbai,failed
206,487,7270,swiggy,food,2024-09-08,kolkata,pending
207,438,825,hdfc bank,banking,2024-09-08,jaipur,pending
208,120,6585,snapdeal,ecommerce,2024-09-08,jaipur,failed
209,269,9632,snapdeal,ecommerce,2024-09-08,jaipur,pending
210,314,3706,flipkart,ecommerce,2024-09-08,chennai,failed
211,498,8707,lenskart,eyewear,2024-09-08,nagpur,pending
212,84,9457,nykaa,beauty,2024-09-08,nagpur,failed
213,258,1994,bookmyshow,entertainment,2024-09-08,nagpur,failed
214,234,2358,myntra,fashion,2024-09-08,surat,pending
215,184,2733,tata cliq,ecommerce,2024-09-08,surat,completed
216,348,4119,tata cliq,ecommerce,2024-09-08,delhi,pending
217,122,647,snapdeal,ecommerce,2024-09-08,mumbai,failed
218,20,2513,paytm,finance,2024-09-08,hyderabad,failed
219,221,4445,reliance digital,electronics,2024-09-08,kolkata,failed
220,50,1753,flipkart,ecommerce,2024-09-08,kolkata,failed
221,285,5306,snapdeal,ecommerce,2024-09-08,cochin,failed
222,398,929,lenskart,eyewear,2024-09-08,delhi,failed
223,206,9208,dominos,food,2024-09-08,pune,completed
224,102,160,bookmyshow,entertainment,2024-09-08,pune,failed
225,458,539,swiggy,food,2024-09-08,hyderabad,completed
226,85,1727,croma,electronics,2024-09-08,bangalore,failed
227,450,4016,paytm,finance,2024-09-09,kolkata,completed
228,376,5202,amazon,ecommerce,2024-09-09,surat,pending
229,394,6133,myntra,fashion,2024-09-09,mumbai,failed
230,3,9852,dominos,food,2024-09-09,nagpur,completed
231,397,1442,snapdeal,ecommerce,2024-09-09,surat,failed
232,364,1067,lenskart,eyewear,2024-09-09,nagpur,completed
233,67,7493,zomato,food,2024-09-09,hyderabad,pending
234,204,326,paytm,finance,2024-09-09,bangalore,pending
235,103,4443,lenskart,eyewear,2024-09-09,hyderabad,completed
236,284,8183,tata cliq,ecommerce,2024-09-09,kolkata,pending
237,274,2050,nykaa,beauty,2024-09-09,cochin,pending
238,364,3760,croma,electronics,2024-09-09,chennai,pending
239,434,8317,nykaa,beauty,2024-09-09,hyderabad,completed
240,2,266,dominos,food,2024-09-09,nagpur,pending
241,243,4580,lenskart,eyewear,2024-09-09,delhi,pending
242,412,1893,bookmyshow,entertainment,2024-09-09,pune,failed
243,419,2431,croma,electronics,2024-09-09,surat,failed
244,141,9878,big bazaar,retail,2024-09-09,pune,completed
245,40,7958,paytm,finance,2024-09-09,pune,pending
246,311,4245,tata cliq,ecommerce,2024-09-09,hyderabad,failed
247,363,928,nykaa,beauty,2024-09-09,chennai,failed
248,171,7745,amazon,ecommerce,2024-09-09,nagpur,pending
249,26,8845,flipkart,ecommerce,2024-09-09,hyderabad,failed
250,213,369,tata cliq,ecommerce,2024-09-09,cochin,failed
251,217,9187,paytm,finance,2024-09-09,delhi,completed
252,216,4011,reliance digital,electronics,2024-09-09,surat,completed
253,2,3575,snapdeal,ecommerce,2024-09-10,nagpur,pending
254,32,1501,nykaa,beauty,2024-09-10,cochin,failed
255,318,2686,flipkart,ecommerce,2024-09-10,jaipur,failed
256,140,9084,tata cliq,ecommerce,2024-09-10,delhi,completed
257,105,8428,myntra,fashion,2024-09-10,delhi,pending
258,224,6515,amazon,ecommerce,2024-09-10,surat,failed
259,65,8486,zomato,food,2024-09-10,cochin,failed
260,70,9534,paytm,finance,2024-09-10,kolkata,pending
261,171,512,paytm,finance,2024-09-10,pune,failed
262,91,4723,jabong,ecommerce,2024-09-10,cochin,failed
263,9,8042,big bazaar,retail,2024-09-10,jaipur,completed
264,43,5015,croma,electronics,2024-09-10,delhi,completed
265,434,9697,flipkart,ecommerce,2024-09-10,delhi,failed
266,26,1686,paytm,finance,2024-09-10,kolkata,pending
267,359,6325,hdfc bank,banking,2024-09-10,ahmedabad,completed
268,291,3709,jabong,ecommerce,2024-09-10,mumbai,failed
269,97,4013,snapdeal,ecommerce,2024-09-10,ahmedabad,completed
270,192,1412,flipkart,ecommerce,2024-09-10,jaipur,completed
271,162,3218,zomato,food,2024-09-10,chennai,failed
272,301,9900,big bazaar,retail,2024-09-10,cochin,failed
273,22,8432,myntra,fashion,2024-09-10,kolkata,completed
274,316,246,jabong,ecommerce,2024-09-10,mumbai,completed
275,340,6642,croma,electronics,2024-09-10,chennai,failed
276,354,1772,swiggy,food,2024-09-10,hyderabad,pending
277,449,8632,paytm,finance,2024-09-10,kolkata,completed
278,268,8879,zomato,food,2024-09-10,surat,pending
279,96,5781,zomato,food,2024-09-11,chennai,completed
280,431,2940,paytm,finance,2024-09-11,cochin,completed
281,467,2132,lenskart,eyewear,2024-09-11,jaipur,failed
282,421,9626,tata cliq,ecommerce,2024-09-11,ahmedabad,failed
283,31,1409,big bazaar,retail,2024-09-11,hyderabad,failed
284,220,6172,zomato,food,2024-09-11,jaipur,pending
285,390,4480,croma,electronics,2024-09-11,ahmedabad,completed
286,429,4710,swiggy,food,2024-09-11,kolkata,pending
287,64,6814,myntra,fashion,2024-09-11,mumbai,completed
288,123,7912,zomato,food,2024-09-11,surat,failed
289,473,2754,dominos,food,2024-09-11,ahmedabad,completed
290,327,4900,zomato,food,2024-09-11,delhi,pending
291,228,485,hdfc bank,banking,2024-09-11,pune,failed
292,399,6864,reliance digital,electronics,2024-09-11,pune,pending
293,92,3177,dominos,food,2024-09-11,hyderabad,failed
294,443,702,bookmyshow,entertainment,2024-09-11,kolkata,completed
295,79,5171,zomato,food,2024-09-11,hyderabad,pending
296,337,8467,lenskart,eyewear,2024-09-11,cochin,completed
297,109,2735,myntra,fashion,2024-09-11,mumbai,failed
298,243,6477,dominos,food,2024-09-11,pune,pending
299,143,5318,lenskart,eyewear,2024-09-11,pune,failed
300,424,9862,lenskart,eyewear,2024-09-11,surat,failed
301,227,4049,myntra,fashion,2024-09-11,mumbai,failed
302,82,5977,snapdeal,ecommerce,2024-09-11,ahmedabad,pending
303,92,1246,paytm,finance,2024-09-11,hyderabad,failed
304,263,1710,tata cliq,ecommerce,2024-09-11,jaipur,completed
305,248,3949,lenskart,eyewear,2024-09-11,mumbai,failed
306,312,9908,dominos,food,2024-09-11,chennai,completed
307,375,8057,croma,electronics,2024-09-11,cochin,failed
308,429,1665,snapdeal,ecommerce,2024-09-11,jaipur,failed
309,108,8464,dominos,food,2024-09-11,jaipur,completed
310,104,4048,zomato,food,2024-09-12,cochin,pending
311,51,3899,swiggy,food,2024-09-12,surat,completed
312,59,4603,swiggy,food,2024-09-12,hyderabad,completed
313,62,1791,swiggy,food,2024-09-12,mumbai,pending
314,136,8980,lenskart,eyewear,2024-09-12,kolkata,failed
315,108,1322,dominos,food,2024-09-12,pune,completed
316,214,2950,croma,electronics,2024-09-12,ahmedabad,completed
317,115,562,lenskart,eyewear,2024-09-12,surat,completed
318,267,4932,hdfc bank,banking,2024-09-12,kolkata,completed
319,443,2796,zomato,food,2024-09-12,bangalore,failed
320,151,1627,reliance digital,electronics,2024-09-12,kolkata,pending
321,307,4565,croma,electronics,2024-09-12,mumbai,failed
322,262,5608,flipkart,ecommerce,2024-09-12,delhi,pending
323,462,8718,nykaa,beauty,2024-09-12,bangalore,failed
324,258,4437,swiggy,food,2024-09-12,nagpur,failed
325,143,5040,lenskart,eyewear,2024-09-12,mumbai,pending
326,496,4941,tata cliq,ecommerce,2024-09-12,ahmedabad,completed
327,9,2709,amazon,ecommerce,2024-09-12,mumbai,completed
328,379,7516,bookmyshow,entertainment,2024-09-12,jaipur,pending
329,160,4548,bookmyshow,entertainment,2024-09-12,delhi,completed
330,146,8305,flipkart,ecommerce,2024-09-12,pune,pending
331,282,4084,nykaa,beauty,2024-09-12,hyderabad,completed
332,62,5633,lenskart,eyewear,2024-09-12,cochin,completed
333,23,1375,jabong,ecommerce,2024-09-12,delhi,failed
334,35,7085,dominos,food,2024-09-12,surat,completed
335,13,4121,big bazaar,retail,2024-09-12,cochin,failed
336,43,1628,swiggy,food,2024-09-12,ahmedabad,pending
337,357,9257,nykaa,beauty,2024-09-12,pune,failed
338,203,2383,reliance digital,electronics,2024-09-12,bangalore,failed
339,88,3104,hdfc bank,banking,2024-09-13,cochin,pending
340,286,834,croma,electronics,2024-09-13,jaipur,completed
341,429,5999,dominos,food,2024-09-13,kolkata,pending
342,408,4788,lenskart,eyewear,2024-09-13,hyderabad,pending
343,431,9071,bookmyshow,entertainment,2024-09-13,kolkata,failed
344,48,9205,snapdeal,ecommerce,2024-09-13,pune,pending
345,283,7394,swiggy,food,2024-09-13,bangalore,failed
346,6,661,hdfc bank,banking,2024-09-13,delhi,failed
347,290,2497,zomato,food,2024-09-13,chennai,completed
348,336,8317,jabong,ecommerce,2024-09-13,chennai,failed
349,373,7378,tata cliq,ecommerce,2024-09-13,nagpur,completed
350,367,1736,hdfc bank,banking,2024-09-13,pune,failed
351,269,7383,amazon,ecommerce,2024-09-13,jaipur,completed
352,463,769,hdfc bank,banking,2024-09-13,chennai,pending
353,426,212,nykaa,beauty,2024-09-13,surat,failed
354,365,7784,swiggy,food,2024-09-13,nagpur,failed
355,302,7518,paytm,finance,2024-09-13,ahmedabad,failed
356,330,9568,amazon,ecommerce,2024-09-13,hyderabad,completed
357,200,7421,tata cliq,ecommerce,2024-09-13,cochin,failed
358,372,1327,zomato,food,2024-09-13,hyderabad,failed
359,32,8407,swiggy,food,2024-09-13,chennai,pending
360,252,9241,hdfc bank,banking,2024-09-13,bangalore,pending
361,185,1288,tata cliq,ecommerce,2024-09-13,surat,pending
362,336,9977,reliance digital,electronics,2024-09-13,pune,failed
363,340,6637,bookmyshow,entertainment,2024-09-13,chennai,failed
364,66,668,snapdeal,ecommerce,2024-09-13,chennai,pending
365,223,4089,zomato,food,2024-09-13,surat,failed
366,273,9673,croma,electronics,2024-09-13,surat,failed
367,260,3639,croma,electronics,2024-09-13,delhi,completed
368,75,7498,snapdeal,ecommerce,2024-09-13,mumbai,pending
369,333,6814,nykaa,beauty,2024-09-13,kolkata,completed
370,198,5427,hdfc bank,banking,2024-09-13,delhi,completed
371,433,8897,myntra,fashion,2024-09-13,nagpur,failed
372,433,4336,myntra,fashion,2024-09-13,bangalore,completed
373,448,308,tata cliq,ecommerce,2024-09-14,delhi,failed
374,40,5542,zomato,food,2024-09-14,nagpur,failed
375,310,692,nykaa,beauty,2024-09-14,chennai,pending
376,394,2088,myntra,fashion,2024-09-14,surat,pending
377,429,6725,hdfc bank,banking,2024-09-14,bangalore,failed
378,26,7544,croma,electronics,2024-09-14,surat,pending
379,203,6385,reliance digital,electronics,2024-09-14,surat,failed
380,169,7018,paytm,finance,2024-09-14,jaipur,pending
381,495,3086,dominos,food,2024-09-14,jaipur,pending
382,122,2279,paytm,finance,2024-09-14,pune,completed
383,264,8576,jabong,ecommerce,2024-09-14,nagpur,failed
384,434,2594,snapdeal,ecommerce,2024-09-14,bangalore,pending
385,458,6495,hdfc bank,banking,2024-09-14,jaipur,pending
386,339,2111,myntra,fashion,2024-09-14,cochin,pending
387,241,4357,myntra,fashion,2024-09-14,mumbai,pending
388,323,2290,amazon,ecommerce,2024-09-14,hyderabad,pending
389,276,7256,swiggy,food,2024-09-14,hyderabad,failed
390,166,3001,croma,electronics,2024-09-14,delhi,completed
391,316,832,dominos,food,2024-09-14,nagpur,completed
392,193,8292,bookmyshow,entertainment,2024-09-14,cochin,pending
393,136,8730,amazon,ecommerce,2024-09-14,jaipur,failed
394,310,7650,jabong,ecommerce,2024-09-14,ahmedabad,failed
395,454,7594,swiggy,food,2024-09-14,ahmedabad,completed
396,231,7106,flipkart,ecommerce,2024-09-14,delhi,pending
397,76,3687,snapdeal,ecommerce,2024-09-14,nagpur,failed
398,455,6842,croma,electronics,2024-09-14,chennai,failed
399,80,7756,paytm,finance,2024-09-14,kolkata,failed
400,235,3252,reliance digital,electronics,2024-09-14,bangalore,failed
401,32,8541,dominos,food,2024-09-15,mumbai,pending
402,485,5586,croma,electronics,2024-09-15,kolkata,failed
403,207,3215,paytm,finance,2024-09-15,delhi,failed
404,480,4150,bookmyshow,entertainment,2024-09-15,delhi,failed
405,92,8794,paytm,finance,2024-09-15,nagpur,failed
406,120,4471,jabong,ecommerce,2024-09-15,delhi,failed
407,495,517,nykaa,beauty,2024-09-15,nagpur,completed
408,200,3010,paytm,finance,2024-09-15,bangalore,pending
409,2,1372,hdfc bank,banking,2024-09-15,surat,failed
410,260,2908,swiggy,food,2024-09-15,mumbai,completed
411,50,2319,croma,electronics,2024-09-15,surat,failed
412,363,7692,paytm,finance,2024-09-15,cochin,failed
413,165,6133,swiggy,food,2024-09-15,chennai,pending
414,284,3493,zomato,food,2024-09-15,delhi,completed
415,265,4283,myntra,fashion,2024-09-15,nagpur,failed
416,184,7846,swiggy,food,2024-09-15,chennai,pending
417,155,2778,nykaa,beauty,2024-09-15,delhi,pending
418,482,2176,myntra,fashion,2024-09-15,nagpur,failed
419,474,4808,croma,electronics,2024-09-15,nagpur,pending
420,68,5590,reliance digital,electronics,2024-09-15,surat,failed
421,446,3097,paytm,finance,2024-09-15,cochin,completed
422,300,1928,nykaa,beauty,2024-09-15,bangalore,failed
423,494,2988,reliance digital,electronics,2024-09-15,surat,failed
424,496,5992,jabong,ecommerce,2024-09-15,surat,completed
425,112,433,amazon,ecommerce,2024-09-16,kolkata,pending
426,209,5309,paytm,finance,2024-09-16,kolkata,pending
427,263,2329,amazon,ecommerce,2024-09-16,hyderabad,failed
428,139,9501,myntra,fashion,2024-09-16,jaipur,pending
429,168,7786,dominos,food,2024-09-16,surat,pending
430,314,9899,zomato,food,2024-09-16,pune,completed
431,405,2711,bookmyshow,entertainment,2024-09-16,bangalore,pending
432,176,6540,reliance digital,electronics,2024-09-16,chennai,pending
433,102,2687,hdfc bank,banking,2024-09-16,chennai,completed
434,122,7361,lenskart,eyewear,2024-09-16,mumbai,completed
435,144,8154,reliance digital,electronics,2024-09-16,chennai,pending
436,21,7734,dominos,food,2024-09-16,cochin,failed
437,394,183,bookmyshow,entertainment,2024-09-16,nagpur,completed
438,150,7728,myntra,fashion,2024-09-16,delhi,pending
439,363,4653,dominos,food,2024-09-16,chennai,failed
440,183,3229,amazon,ecommerce,2024-09-16,chennai,failed
441,147,4500,lenskart,eyewear,2024-09-16,hyderabad,failed
442,257,8718,paytm,finance,2024-09-16,nagpur,completed
443,462,7794,swiggy,food,2024-09-16,delhi,pending
444,302,7596,nykaa,beauty,2024-09-16,surat,completed
445,146,2636,lenskart,eyewear,2024-09-16,ahmedabad,failed
446,217,9419,paytm,finance,2024-09-16,pune,completed
447,460,3562,tata cliq,ecommerce,2024-09-16,surat,pending
448,401,4029,croma,electronics,2024-09-16,bangalore,pending
449,439,2778,hdfc bank,banking,2024-09-16,chennai,pending
450,156,5524,croma,electronics,2024-09-16,delhi,completed
451,442,5670,hdfc bank,banking,2024-09-16,hyderabad,pending
452,63,1657,paytm,finance,2024-09-16,mumbai,failed
453,187,3041,lenskart,eyewear,2024-09-17,hyderabad,failed
454,387,6715,myntra,fashion,2024-09-17,hyderabad,completed
455,412,4751,jabong,ecommerce,2024-09-17,jaipur,failed
456,453,3094,snapdeal,ecommerce,2024-09-17,kolkata,completed
457,453,1233,zomato,food,2024-09-17,ahmedabad,completed
