transaction_id,card_id,amount,merchant_name,merchant_category,transaction_date,location,status
1210,348,4663,dominos,food,2024-12-18,delhi,failed
1211,349,799,bookmyshow,entertainment,2024-11-09,chennai,failed
1212,193,9560,amazon,ecommerce,2024-10-04,ahmedabad,completed
1213,415,1718,lenskart,eyewear,2024-12-15,cochin,pending
1214,263,8258,flipkart,ecommerce,2024-12-02,mumbai,pending
1215,214,4707,jabong,ecommerce,2024-11-23,cochin,pending
1216,5,1759,bookmyshow,entertainment,2024-10-26,delhi,failed
1217,493,8671,paytm,finance,2024-11-22,pune,failed
1218,70,4075,reliance digital,electronics,2024-11-17,bangalore,pending
1219,306,4748,croma,electronics,2024-12-07,hyderabad,failed
1220,172,4153,zomato,food,2024-09-16,kolkata,failed
1221,193,2765,reliance digital,electronics,2024-11-17,delhi,failed
1222,378,4788,croma,electronics,2024-10-29,pune,pending
1223,236,2499,paytm,finance,2024-10-30,nagpur,completed
1224,427,8422,bookmyshow,entertainment,2024-11-15,surat,failed
1225,332,2548,tata cliq,ecommerce,2024-12-29,delhi,completed
1226,178,4034,bookmyshow,entertainment,2024-12-22,bangalore,failed
1227,14,5447,big bazaar,retail,2024-11-05,mumbai,failed
1228,376,2515,flipkart,ecommerce,2024-12-24,chennai,completed
1229,21,3394,zomato,food,2024-11-30,kolkata,completed
1230,185,605,lenskart,eyewear,2024-10-21,bangalore,failed
1231,464,2270,paytm,finance,2024-09-05,surat,failed
1232,235,4503,myntra,fashion,2024-09-26,ahmedabad,pending
1233,95,6492,jabong,ecommerce,2024-09-15,mumbai,completed
1234,58,6255,hdfc bank,banking,2024-12-09,mumbai,failed
1235,302,5429,croma,electronics,2024-10-11,hyderabad,completed
1236,171,6001,swiggy,food,2024-12-18,mumbai,completed
1237,484,3192,swiggy,food,2024-11-25,pune,pending
1238,176,6606,jabong,ecommerce,2024-11-12,hyderabad,pending
1239,171,7921,swiggy,food,2024-11-23,mumbai,failed
1240,101,1049,lenskart,eyewear,2024-09-18,cochin,failed
1241,149,3199,reliance digital,electronics,2024-12-04,kolkata,failed
1242,309,2769,myntra,fashion,2024-12-08,pune,failed
1243,124,6322,swiggy,food,2024-11-26,pune,pending
1244,305,5643,jabong,ecommerce,2024-12-06,pune,failed
1245,96,4540,myntra,fashion,2024-09-23,surat,failed
1246,37,1965,big bazaar,retail,2024-11-28,kolkata,pending
1247,54,7230,jabong,ecommerce,2024-11-09,kolkata,completed
1248,467,3101,reliance digital,electronics,2024-09-04,mumbai,failed
1249,288,5352,flipkart,ecommerce,2024-09-03,kolkata,pending
1250,486,6696,paytm,finance,2024-11-10,chennai,pending
1251,427,5506,jabong,ecommerce,2024-11-16,bangalore,failed
1252,323,6065,bookmyshow,entertainment,2024-09-30,jaipur,pending
1253,240,3770,myntra,fashion,2024-10-30,chennai,completed
1254,401,2159,amazon,ecommerce,2024-11-14,bangalore,failed
1255,219,1628,tata cliq,ecommerce,2024-10-09,cochin,completed
1256,62,5328,zomato,food,2024-12-10,pune,completed
1257,10,4915,zomato,food,2024-09-03,ahmedabad,completed
1258,463,7397,flipkart,ecommerce,2024-11-25,mumbai,completed
1259,199,2047,snapdeal,ecommerce,2024-09-27,mumbai,completed
1260,183,6353,lenskart,eyewear,2024-12-25,pune,pending
1261,233,7756,lenskart,eyewear,2024-12-30,delhi,completed
1262,237,6398,paytm,finance,2024-12-24,pune,completed
1263,456,6538,paytm,finance,2024-09-15,surat,pending
1264,310,5025,reliance digital,electronics,2024-10-17,ahmedabad,pending
1265,225,9518,paytm,finance,2024-09-14,hyderabad,pending
1266,311,1587,nykaa,beauty,2024-12-18,surat,completed
1267,340,3789,lenskart,eyewear,2024-11-09,bangalore,failed
1268,185,6355,snapdeal,ecommerce,2024-10-25,ahmedabad,completed
1269,420,5657,lenskart,eyewear,2024-12-05,pune,pending
1270,71,365,hdfc bank,banking,2024-10-09,bangalore,pending
1271,171,6400,paytm,finance,2024-11-14,delhi,failed
1272,154,2243,lenskart,eyewear,2024-10-28,mumbai,completed
1273,68,1570,dominos,food,2024-09-19,delhi,pending
1274,162,5931,flipkart,ecommerce,2024-10-06,nagpur,pending
1275,60,9716,tata cliq,ecommerce,2024-10-10,delhi,pending
1276,372,501,snapdeal,ecommerce,2024-12-11,delhi,completed
1277,181,5853,dominos,food,2024-09-28,pune,failed
1278,58,2826,big bazaar,retail,2024-11-30,nagpur,failed
1279,443,8965,zomato,food,2024-11-22,ahmedabad,failed
1280,308,3146,paytm,finance,2024-11-30,nagpur,completed
1281,79,3398,bookmyshow,entertainment,2024-11-21,ahmedabad,completed
1282,312,1658,bookmyshow,entertainment,2024-10-14,kolkata,failed
1283,463,2386,tata cliq,ecommerce,2024-10-07,kolkata,completed
1284,462,763,dominos,food,2024-09-06,kolkata,pending
1285,378,1961,tata cliq,ecommerce,2024-12-18,nagpur,failed
1286,97,650,amazon,ecommerce,2024-12-29,ahmedabad,failed
1287,91,7846,lenskart,eyewear,2024-10-07,surat,failed
1288,473,6937,bookmyshow,entertainment,2024-10-09,nagpur,completed
1289,224,2309,tata cliq,ecommerce,2024-12-14,chennai,failed
1290,70,7360,big bazaar,retail,2024-09-18,delhi,pending
1291,36,511,dominos,food,2024-12-27,surat,pending
1292,66,4776,croma,electronics,2024-11-17,hyderabad,completed
1293,233,4836,jabong,ecommerce,2024-11-06,ahmedabad,pending
1294,247,6344,flipkart,ecommerce,2024-10-05,hyderabad,failed
1295,108,6160,flipkart,ecommerce,2024-10-17,surat,pending
1296,417,4511,jabong,ecommerce,2024-12-06,kolkata,pending
1297,272,8316,big bazaar,retail,2024-11-10,bangalore,completed
1298,202,3517,big bazaar,retail,2024-10-15,cochin,failed
1299,102,5452,paytm,finance,2024-09-25,kolkata,completed
1300,72,2929,nykaa,beauty,2024-11-17,delhi,completed
1301,291,3029,snapdeal,ecommerce,2024-11-10,hyderabad,failed
1302,199,1358,dominos,food,2024-09-15,kolkata,pending
1303,138,1886,tata cliq,ecommerce,2024-09-27,delhi,pending
1304,410,1396,big bazaar,retail,2024-12-06,hyderabad,failed
1305,194,1154,bookmyshow,entertainment,2024-12-10,jaipur,completed
1306,256,6390,myntra,fashion,2024-12-07,bangalore,pending
1307,459,364,amazon,ecommerce,2024-10-13,mumbai,completed
1308,332,9354,lenskart,eyewear,2024-10-29,mumbai,pending
1309,6,8030,big bazaar,retail,2024-09-03,cochin,failed
1310,209,4355,nykaa,beauty,2024-11-11,surat,failed
1311,228,1614,bookmyshow,entertainment,2024-10-31,jaipur,pending
1312,47,1018,flipkart,ecommerce,2024-11-14,surat,completed
1313,442,6940,myntra,fashion,2024-09-13,cochin,completed
1314,168,4414,hdfc bank,banking,2024-11-30,ahmedabad,failed
1315,198,1978,snapdeal,ecommerce,2024-09-25,pune,failed
1316,258,5245,flipkart,ecommerce,2024-11-09,mumbai,pending
1317,173,1350,reliance digital,electronics,2024-09-30,cochin,failed
1318,222,6656,bookmyshow,entertainment,2024-09-26,bangalore,pending
1319,9,3970,swiggy,food,2024-10-04,chennai,pending
1320,385,6250,myntra,fashion,2024-10-30,nagpur,completed
1321,71,3457,flipkart,ecommerce,2024-12-03,cochin,completed
1322,313,5443,big bazaar,retail,2024-12-13,hyderabad,pending
1323,220,9230,nykaa,beauty,2024-09-30,hyderabad,failed
1324,32,1406,tata cliq,ecommerce,2024-10-31,kolkata,pending
1325,96,6249,snapdeal,ecommerce,2024-10-06,kolkata,completed
1326,85,3449,tata cliq,ecommerce,2024-09-10,chennai,failed
1327,272,9766,nykaa,beauty,2024-10-27,jaipur,pending
1328,175,822,bookmyshow,entertainment,2024-12-28,chennai,completed
1329,212,4293,hdfc bank,banking,2024-10-29,chennai,failed
1330,130,8245,lenskart,eyewear,2024-09-20,jaipur,failed
1331,28,5411,myntra,fashion,2024-11-18,jaipur,pending
1332,256,588,hdfc bank,banking,2024-09-29,chennai,pending
1333,486,6293,swiggy,food,2024-12-18,chennai,pending
1334,353,3340,croma,electronics,2024-11-02,bangalore,completed
1335,118,1924,croma,electronics,2024-09-08,pune,completed
1336,67,5609,tata cliq,ecommerce,2024-11-29,pune,failed
1337,436,5166,tata cliq,ecommerce,2024-11-19,cochin,completed
1338,34,8450,hdfc bank,banking,2024-11-23,hyderabad,pending
1339,484,751,swiggy,food,2024-11-02,chennai,failed
1340,300,7929,hdfc bank,banking,2024-10-06,delhi,completed
1341,214,5208,big bazaar,retail,2024-12-27,hyderabad,completed
1342,406,8630,reliance digital,electronics,2024-11-13,mumbai,completed
1343,493,5030,hdfc bank,banking,2024-11-02,delhi,failed
1344,170,2493,flipkart,ecommerce,2024-09-06,jaipur,failed
1345,23,2497,lenskart,eyewear,2024-11-11,kolkata,failed
1346,239,1183,snapdeal,ecommerce,2024-12-21,kolkata,completed
1347,195,4078,flipkart,ecommerce,2024-10-18,jaipur,pending
1348,330,991,paytm,finance,2024-12-30,cochin,completed
1349,42,3627,tata cliq,ecommerce,2024-10-03,jaipur,pending
1350,397,2449,reliance digital,electronics,2024-11-05,nagpur,completed
1351,107,9368,reliance digital,electronics,2024-12-12,pune,pending
1352,242,8825,snapdeal,ecommerce,2024-12-08,hyderabad,pending
1353,391,2929,reliance digital,electronics,2024-11-15,mumbai,pending
1354,253,9123,dominos,food,2024-10-28,pune,completed
1355,130,6835,bookmyshow,entertainment,2024-12-24,chennai,failed
1356,131,3666,hdfc bank,banking,2024-12-19,bangalore,pending
1357,90,5619,lenskart,eyewear,2024-12-15,ahmedabad,completed
1358,221,3021,amazon,ecommerce,2024-09-03,chennai,completed
1359,442,9415,amazon,ecommerce,2024-12-12,pune,failed
1360,315,8651,bookmyshow,entertainment,2024-10-31,pune,pending
1361,95,7449,dominos,food,2024-09-15,surat,pending
1362,474,3113,lenskart,eyewear,2024-12-22,bangalore,failed
1363,248,155,bookmyshow,entertainment,2024-12-12,nagpur,completed
1364,470,5689,zomato,food,2024-10-17,bangalore,pending
1365,307,7505,big bazaar,retail,2024-10-14,mumbai,failed
1366,406,7937,lenskart,eyewear,2024-12-17,surat,completed
1367,169,8700,flipkart,ecommerce,2024-10-03,ahmedabad,failed
1368,325,5445,flipkart,ecommerce,2024-11-14,kolkata,completed
1369,193,1580,big bazaar,retail,2024-09-25,cochin,failed
1370,52,9765,reliance digital,electronics,2024-10-24,nagpur,pending
1371,474,8203,snapdeal,ecommerce,2024-12-29,kolkata,failed
1372,481,1211,big bazaar,retail,2024-12-01,surat,completed
1373,455,7656,swiggy,food,2024-12-28,mumbai,failed
1374,92,9476,reliance digital,electronics,2024-10-25,kolkata,failed
1375,93,2447,flipkart,ecommerce,2024-12-23,mumbai,failed
1376,238,4837,flipkart,ecommerce,2024-11-08,ahmedabad,failed
1377,229,1996,tata cliq,ecommerce,2024-11-14,hyderabad,pending
1378,117,8435,bookmyshow,entertainment,2024-09-01,ahmedabad,failed
1379,152,4476,reliance digital,electronics,2024-10-27,pune,completed
1380,447,3867,nykaa,beauty,2024-10-20,ahmedabad,failed
1381,384,2877,croma,electronics,2024-12-14,ahmedabad,failed
1382,223,9605,croma,electronics,2024-11-12,delhi,pending
1383,87,2266,tata cliq,ecommerce,2024-09-26,delhi,completed
1384,11,680,snapdeal,ecommerce,2024-10-26,delhi,failed
1385,363,1302,bookmyshow,entertainment,2024-11-16,jaipur,pending
1386,128,2360,swiggy,food,2024-11-20,bangalore,pending
1387,238,489,amazon,ecommerce,2024-12-26,bangalore,failed
1388,422,3557,flipkart,ecommerce,2024-10-03,jaipur,pending
1389,30,5554,tata cliq,ecommerce,2024-11-15,mumbai,completed
1390,496,3113,croma,electronics,2024-12-11,jaipur,pending
1391,273,3479,nykaa,beauty,2024-11-08,ahmedabad,pending
1392,377,5221,snapdeal,ecommerce,2024-12-17,mumbai,completed
1393,57,9370,nykaa,beauty,2024-11-28,chennai,failed
1394,52,4333,reliance digital,electronics,2024-09-30,ahmedabad,completed
1395,224,9528,myntra,fashion,2024-10-22,surat,completed
1396,40,5182,myntra,fashion,2024-09-13,bangalore,completed
1397,373,9436,nykaa,beauty,2024-09-26,ahmedabad,failed
1398,317,6732,amazon,ecommerce,2024-10-02,jaipur,completed
1399,54,4971,lenskart,eyewear,2024-11-27,chennai,completed
1400,28,8267,swiggy,food,2024-12-07,nagpur,completed
1401,174,7807,croma,electronics,2024-12-25,nagpur,completed
1402,13,3084,amazon,ecommerce,2024-10-27,delhi,completed
1403,295,9159,nykaa,beauty,2024-09-11,bangalore,pending
1404,34,4423,nykaa,beauty,2024-11-30,mumbai,failed
1405,257,1847,zomato,food,2024-10-13,kolkata,pending
1406,47,7427,myntra,fashion,2024-12-04,pune,pending
1407,7,532,amazon,ecommerce,2024-10-16,jaipur,pending
1408,359,5338,snapdeal,ecommerce,2024-10-17,ahmedabad,pending
1409,92,271,dominos,food,2024-09-15,mumbai,failed
1410,278,5652,lenskart,eyewear,2024-12-28,jaipur,completed
1411,482,2466,amazon,ecommerce,2024-11-27,cochin,pending
1412,57,5305,tata cliq,ecommerce,2024-11-30,nagpur,pending
1413,438,9700,reliance digital,electronics,2024-10-21,ahmedabad,pending
1414,149,8873,big bazaar,retail,2024-09-11,cochin,completed
1415,317,7826,paytm,finance,2024-09-05,surat,pending
1416,456,1040,swiggy,food,2024-12-25,ahmedabad,completed
1417,78,9963,paytm,finance,2024-12-09,hyderabad,completed
1418,122,1761,jabong,ecommerce,2024-11-24,cochin,failed
1419,46,9222,nykaa,beauty,2024-11-25,jaipur,pending
1420,472,590,bookmyshow,entertainment,2024-10-25,surat,failed
1421,275,6890,flipkart,ecommerce,2024-09-07,nagpur,pending
1422,46,3436,paytm,finance,2024-10-18,mumbai,completed
1423,118,5857,lenskart,eyewear,2024-11-07,pune,pending
1424,109,2472,jabong,ecommerce,2024-09-27,ahmedabad,failed
1425,420,725,dominos,food,2024-10-29,nagpur,pending
1426,260,9369,lenskart,eyewear,2024-10-01,mumbai,pending
1427,114,3136,nykaa,beauty,2024-11-16,chennai,pending
1428,456,3720,swiggy,food,2024-11-21,chennai,completed
1429,448,2087,swiggy,food,2024-12-12,ahmedabad,completed
1430,71,285,hdfc bank,banking,2024-11-08,kolkata,completed
1431,77,1698,flipkart,ecommerce,2024-12-30,jaipur,pending
1432,409,5359,jabong,ecommerce,2024-11-03,mumbai,pending
1433,125,3997,paytm,finance,2024-09-19,nagpur,completed
1434,301,300,zomato,food,2024-11-29,surat,failed
1435,403,9398,snapdeal,ecommerce,2024-11-03,kolkata,completed
1436,411,2183,bookmyshow,entertainment,2024-09-23,hyderabad,failed
